StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,fam_biden,fam_trump,fam_zuck,fam_musk,fav_biden_1,fav_trump_1,fav_zuck_1,fav_musk_1,t1_biden_1,t1_trump_1,t1_zuck_1,t1_musk_1,t2_biden_1,t2_trump_1,t2_zuck_1,t2_musk_1,Q1,Q2,Q3,Q4,Q5,transaction_id
2024-07-29 17:29:16,2024-07-29 17:31:05,IP Address,73.248.230.109,100,109,True,2024-07-29 17:31:05,R_5op4JUU86FqFlap,,,,,40.6105,-74.2813,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,7,7,8,7,,,,,,,,,Male,36,Republican,Conservative,"Technology ",59U42kXDQrjPN0SSsEAaYI
2024-07-29 17:27:46,2024-07-29 17:31:06,IP Address,50.228.126.226,100,200,True,2024-07-29 17:31:07,R_7F3d4sZ6GpEXLnA,,,,,40.061,-75.0501,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,8,1,6,3,,,,,Female,34,Democrat,Conservative,Healthcare/Medical,0tRsLk5fLe4RE8gRixp1AV
2024-07-29 17:29:44,2024-07-29 17:31:07,IP Address,174.49.39.62,100,83,True,2024-07-29 17:31:08,R_1cIEaHMjvAQJszf,,,,,36.1876,-86.6119,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,0,8,2,6,,,,,,,,,Female,49,Independent,Conservative,N/A,6DJhxHf9fzKU0d8fM0AIDb
2024-07-29 17:28:54,2024-07-29 17:31:08,IP Address,174.105.138.102,100,134,True,2024-07-29 17:31:09,R_35YiGmUoYz3LiiP,,,,,39.9216,-82.8664,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,7,7,8,8,,,,,Female,24,Democrat,Conservative,Healthcare/Medical,6vEyRQLW1VbR1Djcw5hEbw
2024-07-29 17:28:58,2024-07-29 17:31:11,IP Address,192.24.136.205,100,133,True,2024-07-29 17:31:11,R_6gBY54btnk1QFvr,,,,,39.0968,-84.1488,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,3,6,3,6,Female,28,Republican,Neither liberal nor conservative,None of the above,4XkAqqex0u1pAXrvJKyLj1
2024-07-29 17:28:30,2024-07-29 17:31:12,IP Address,73.17.1.199,100,162,True,2024-07-29 17:31:13,R_5SxWhELPk9GbpmN,,,,,41.3186,-72.9302,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,10,9,7,8,Male,56,Democrat,Liberal,Healthcare/Medical,6saHlAo8lCS33Ah4hPLWt2
2024-07-29 17:28:50,2024-07-29 17:31:17,IP Address,24.211.244.193,100,146,True,2024-07-29 17:31:18,R_74GdYupKALJZIr6,,,,,35.7942,-78.3982,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,7,0,3,1,Male,34,Democrat,Liberal,"Technology ",7AgAjqkVKuz84BV3qpuKov
2024-07-29 17:30:06,2024-07-29 17:31:20,IP Address,71.222.54.218,100,74,True,2024-07-29 17:31:20,R_5VEyIAcP6ucB8Ob,,,,,36.1682,-115.2166,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,9,0,5,0,,,,,,,,,Female,60,Democrat,Liberal,Education,0Yo40DWaL54V6Bx9LIIRfI
2024-07-29 17:29:03,2024-07-29 17:31:21,IP Address,74.122.62.235,100,137,True,2024-07-29 17:31:22,R_14vhG7c21zAcuhX,,,,,40.0326,-82.8799,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,9,8,9,9,Male,46,Democrat,Liberal,"Technology ",26x1JJ2lqtrEcgzpo4AdiJ
2024-07-29 17:28:31,2024-07-29 17:31:25,IP Address,47.152.3.76,100,173,True,2024-07-29 17:31:26,R_1SdchSQrP2zjJ4l,,,,,33.6927,-117.303,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,10,0,6,2,,,,,Male,74,Independent,Liberal,N/A,1Tvg0WnDcTeDaPk9M2Rl8U
2024-07-29 17:30:09,2024-07-29 17:31:26,IP Address,174.193.83.22,100,76,True,2024-07-29 17:31:26,R_3BvvjO2J16DnkeB,,,,,37.0578,-76.46,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,10,0,3,1,,,,,,,,,Female,63,Democrat,Liberal,None of the above,3d3SN6y09jzw4gqRyPmYfp
2024-07-29 17:27:10,2024-07-29 17:31:31,IP Address,172.58.165.201,100,261,True,2024-07-29 17:31:32,R_1dg4Q1ABkfRsHZf,,,,,41.8986,-87.738,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,5,3,8,3,,,,,Female,24,Democrat,Conservative,Real Estate,5IsqTeIt05u8db034qRORz
2024-07-29 17:29:32,2024-07-29 17:31:42,IP Address,174.209.38.115,100,129,True,2024-07-29 17:31:42,R_3HnLC7zAT6xtnXU,,,,,41.779,-87.7789,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,7,2,3,4,Female,20,Independent,Liberal,None of the above,17iwTMiRad38WForDeZhGX
2024-07-29 17:28:58,2024-07-29 17:31:43,IP Address,173.71.119.232,100,165,True,2024-07-29 17:31:43,R_3jwRC8l4QtPl065,,,,,39.8952,-75.0347,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,0,8,4,6,Male,35,Independent,Conservative,Transportation,7uDi8vySu2Nror3nE1S5JG
2024-07-29 17:29:20,2024-07-29 17:31:47,IP Address,98.201.24.162,100,146,True,2024-07-29 17:31:47,R_7aIUWRqFVZkm6fg,,,,,29.9183,-95.4318,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,6,3,2,6,Male,32,Democrat,Conservative,Construction,59dksQz8aOPYwzBTzhIuaa
2024-07-29 17:27:01,2024-07-29 17:31:47,IP Address,66.74.218.167,100,285,True,2024-07-29 17:31:48,R_6Lbd50tvVJvwsJk,,,,,33.9242,-116.8854,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,0,5,2,10,Male,80,Independent,Neither liberal nor conservative,N/A,0ZXDX1GloRewlVbtE6RaOn
2024-07-29 17:30:42,2024-07-29 17:31:49,IP Address,75.244.113.218,100,66,True,2024-07-29 17:31:49,R_6QG3zcdMVgUKpgn,,,,,39.8704,-86.2166,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,5,2,2,7,,,,,,,,,Female,38,Independent,Neither liberal nor conservative,Construction,5DG2GqxcJjhaNxeElVAsu7
2024-07-29 17:28:30,2024-07-29 17:31:50,IP Address,75.161.55.211,100,199,True,2024-07-29 17:31:50,R_7sd8p9nrcQFRnwa,,,,,35.1871,-106.6659,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,7,4,6,,,,,Female,50,Republican,Conservative,None of the above,6ThsqfklmmQibe2QyIfmHW
2024-07-29 17:28:42,2024-07-29 17:31:55,IP Address,98.56.93.15,100,193,True,2024-07-29 17:31:55,R_6Cl72BQ31sq9XFv,,,,,27.5984,-81.4988,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,0,1,4,4,Male,50,Republican,Conservative,None of the above,25P9e5764AlZthK4YUVtj2
2024-07-29 17:27:54,2024-07-29 17:31:56,IP Address,72.190.49.252,100,241,True,2024-07-29 17:31:56,R_6EW35Z3ejjphurD,,,,,32.9993,-96.8346,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,10,10,10,10,Male,50,Democrat,Liberal,Construction,64114IJIZwk7CIcwTxjSni
2024-07-29 17:29:42,2024-07-29 17:32:06,IP Address,24.127.138.219,100,144,True,2024-07-29 17:32:07,R_5R2b43jy3mmjF45,,,,,42.2316,-83.2659,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,2,7,7,7,,,,,Female,57,Republican,Conservative,N/A,4X39y0586bDBfnFXpBIWGR
2024-07-29 17:29:19,2024-07-29 17:32:09,IP Address,172.56.92.91,100,169,True,2024-07-29 17:32:09,R_5jQiqzgfsvEwrtO,,,,,29.4553,-98.5677,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,4,10,6,3,Male,18,Republican,Conservative,Retail,4Fj0b9uAOhIn2QfIE2j4e2
2024-07-29 17:29:50,2024-07-29 17:32:18,IP Address,174.71.28.76,100,147,True,2024-07-29 17:32:19,R_63ptCwYGrW8D3Da,,,,,41.2132,-96.1668,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,3,0,4,7,Non-binary / third gender,18,Independent,Neither liberal nor conservative,Retail,020xzMekRpXce8S3OLvDCK
2024-07-29 17:29:20,2024-07-29 17:32:19,IP Address,152.44.58.230,100,179,True,2024-07-29 17:32:19,R_7RfqctBZ37A8XRd,,,,,34.2153,-83.4503,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,8,0,0,,,,,Female,40,Republican,Conservative,Education,4LaJ2RXM5Tg98qcqHHDZgZ
2024-07-29 17:30:03,2024-07-29 17:32:20,IP Address,70.171.187.219,100,137,True,2024-07-29 17:32:21,R_50pGSnaQWRbBjyC,,,,,41.155,-96.0325,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,9,4,8,8,Male,27,Republican,Conservative,None of the above,4RRBYwMmqdqM3pjo1pNdbd
2024-07-29 17:29:46,2024-07-29 17:32:23,IP Address,166.196.82.67,100,156,True,2024-07-29 17:32:24,R_1elQV8NyFf5w6u2,,,,,35.2296,-80.843,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,6,6,4,6,Female,22,Democrat,Liberal,None of the above,6xQt6DBZ28JgGIZl1LKKVU
2024-07-29 17:28:33,2024-07-29 17:32:26,IP Address,74.195.222.202,100,233,True,2024-07-29 17:32:27,R_7QPGJnFxbLNYQS6,,,,,35.2504,-96.666,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,10,0,10,,,,,Male,64,Republican,Conservative,Retail,08tSLdEaf3KjhexlgO0PNg
2024-07-29 17:29:03,2024-07-29 17:32:27,IP Address,172.56.74.162,100,203,True,2024-07-29 17:32:27,R_5hryXvBpM5r6vYJ,,,,,28.5177,-81.4508,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,1,9,5,10,,,,,Male,46,Republican,Conservative,N/A,5IFiiP5DHWtFufiXkfYtIU
2024-07-29 17:29:38,2024-07-29 17:32:34,IP Address,216.181.102.191,100,175,True,2024-07-29 17:32:34,R_5M55eDoQR2yOb3r,,,,,37.751,-97.822,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,10,0,0,0,Male,41,Democrat,Liberal,N/A,2sKWYXzpXYxqE3bPCeFTzT
2024-07-29 17:29:28,2024-07-29 17:32:34,IP Address,71.38.215.133,100,185,True,2024-07-29 17:32:34,R_6KkvXwuWyZnxoWN,,,,,36.2468,-115.2182,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,0,10,0,0,Female,63,Republican,Conservative,None of the above,7eIGkZjCo4RjTUXamDN1Mp
2024-07-29 17:28:04,2024-07-29 17:32:38,IP Address,172.59.78.157,100,274,True,2024-07-29 17:32:39,R_6JIJxVR3m0JIx6F,,,,,38.5774,-90.6709,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,6,0,6,7,Female,66,Democrat,Neither liberal nor conservative,N/A,4TbI9XfnKOqMfZNqMSJVfR
2024-07-29 17:29:39,2024-07-29 17:32:39,IP Address,71.14.59.246,100,179,True,2024-07-29 17:32:39,R_5kTzbECHTjtJmu9,,,,,33.1752,-86.2713,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,3,9,6,8,,,,,Female,61,Republican,Conservative,N/A,5hOitZj7GKNbgmCMHnflqZ
2024-07-29 17:29:57,2024-07-29 17:32:45,IP Address,172.58.13.178,100,168,True,2024-07-29 17:32:45,R_3QtXqemvSTIrEU0,,,,,44.9834,-93.2622,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,3,6,7,4,Female,26,Republican,Neither liberal nor conservative,Education,76PomT9nUzsrRTRKWhHIoh
2024-07-29 17:29:47,2024-07-29 17:32:49,IP Address,173.189.82.200,100,181,True,2024-07-29 17:32:49,R_3dsRa7c8rehCFmt,,,,,31.7596,-106.4884,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,10,0,0,0,,,,,Female,36,Democrat,Neither liberal nor conservative,"Technology ",3NAdXWUOV26sNbUoHEwKTN
2024-07-29 17:30:11,2024-07-29 17:32:50,IP Address,172.58.123.218,100,159,True,2024-07-29 17:32:51,R_7Brng4KaSWsOnOT,,,,,42.4248,-83.1951,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,4,9,7,8,Male,42,Republican,Conservative,Retail,3zmwajRq8efxdix1U9dh9e
2024-07-29 17:27:57,2024-07-29 17:32:53,IP Address,68.189.13.211,100,296,True,2024-07-29 17:32:54,R_6doSEXwMMOpFXX2,,,,,36.9102,-121.7564,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,9,8,8,7,,,,,Female,34,Democrat,Conservative,Education,3xtgydcOaGuwcLzfG6hJXn
2024-07-29 17:29:26,2024-07-29 17:33:03,IP Address,72.185.189.214,100,217,True,2024-07-29 17:33:04,R_1kNDClMdobsfvPH,,,,,28.2137,-82.6809,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,0,0,0,,,,,Male,72,Republican,Conservative,N/A,0HfMaC4iGYszBrOtnAXcKY
2024-07-29 17:29:41,2024-07-29 17:33:04,IP Address,71.7.116.57,100,202,True,2024-07-29 17:33:04,R_6ywweFeQ38gFl7j,,,,,39.0705,-84.516,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,3,2,6,3,Female,69,Democrat,Neither liberal nor conservative,Healthcare/Medical,2wxLpkNxFIlISOGbPirJRR
2024-07-29 17:29:24,2024-07-29 17:33:11,IP Address,68.104.52.12,100,227,True,2024-07-29 17:33:12,R_5r61KKGP84b3q46,,,,,36.2625,-115.1732,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,5,5,5,5,,,,,Female,24,Democrat,Neither liberal nor conservative,None of the above,2JIwoHUUaAzMAxIKQGv2Jd
2024-07-29 17:29:58,2024-07-29 17:33:13,IP Address,174.73.242.14,100,195,True,2024-07-29 17:33:14,R_1mXwQoW0rNm5DQz,,,,,32.2699,-110.9853,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,10,2,7,,,,,Female,53,Republican,Neither liberal nor conservative,Healthcare/Medical,23APgFAsuB7Hn36VVxdqCx
2024-07-29 17:29:31,2024-07-29 17:33:14,IP Address,76.112.162.20,100,223,True,2024-07-29 17:33:15,R_3MpJOAQ3S0xqf4t,,,,,42.4248,-83.1951,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,10,0,6,4,,,,,Female,26,Democrat,Neither liberal nor conservative,None of the above,5yfz9zIMbsShr9Cgt92YVD
2024-07-29 17:29:08,2024-07-29 17:33:24,IP Address,136.54.6.4,100,256,True,2024-07-29 17:33:25,R_7rTUXRsDeTaZGll,,,,,35.9424,-78.6358,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,8,8,0,10,,,,,Male,37,Democrat,Liberal,Healthcare/Medical,35oBtNKoXXdb80JBLIoOzK
2024-07-29 17:28:32,2024-07-29 17:33:35,IP Address,75.109.253.148,100,302,True,2024-07-29 17:33:35,R_3wbHDWTB98VdjGy,,,,,38.0654,-81.0953,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,0,10,0,10,Female,36,Republican,Conservative,Transportation,0ZFwbVlldHo5BqijUk4Iff
2024-07-29 17:29:52,2024-07-29 17:33:53,IP Address,138.84.21.127,100,240,True,2024-07-29 17:33:54,R_73jKyvAsFUNL7D3,,,,,36.7685,-90.4096,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,5,5,5,5,Female,35,Decline to answer,Neither liberal nor conservative,None of the above,1WoX1J8GaGMkHwrm5aaaw7
2024-07-29 17:29:49,2024-07-29 17:33:59,IP Address,107.77.232.156,100,250,True,2024-07-29 17:34:00,R_3Mzb375lksZnqBr,,,,,37.751,-97.822,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,10,0,10,0,,,,,Female,64,Democrat,Liberal,Education,0wnAo6cJXqaKpY6jGVwaVR
2024-07-29 17:26:56,2024-07-29 17:34:13,IP Address,72.65.112.220,100,436,True,2024-07-29 17:34:13,R_75JjmRc0MofciMp,,,,,44.9082,-71.4808,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,8,0,6,6,,,,,,,,,Male,72,Democrat,Neither liberal nor conservative,N/A,4BpOdXaGNOkc8hJgBJ2bti
2024-07-29 17:28:50,2024-07-29 17:34:32,IP Address,98.14.112.120,100,342,True,2024-07-29 17:34:32,R_5A0ZMCD2tkZIS6l,,,,,40.7484,-73.862,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,3,3,3,4,,,,,Female,36,Republican,Conservative,Finance,1gI9VCWyj7d5Kr9zH1fdxa
2024-07-29 17:29:21,2024-07-29 17:34:58,IP Address,172.56.198.194,100,336,True,2024-07-29 17:34:58,R_1oaC0uxAi0wWS4h,,,,,42.2903,-71.0798,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,7,10,9,7,,,,,Male,22,Republican,Liberal,Education,27jCkoKIx9disOPrSkYIbD
2024-07-29 17:29:32,2024-07-29 17:36:17,IP Address,76.38.74.136,100,404,True,2024-07-29 17:36:17,R_13VR2GIBa56n1Vj,,,,,35.1341,-80.9221,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,8,9,9,9,,,,,Female,30,Republican,Liberal,Healthcare/Medical,30Z35WBpCMKues4fS7fGTR
2024-07-29 17:28:20,2024-07-29 17:37:08,IP Address,174.83.247.240,100,527,True,2024-07-29 17:37:08,R_6xEPRQGc94Whu7B,,,,,39.1496,-119.7303,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,0,10,5,5,,,,,Female,63,Republican,Conservative,N/A,4hkVKnjXrnHOIsb8FOvyxl
2024-07-29 17:29:10,2024-07-29 17:38:27,IP Address,73.41.127.8,100,557,True,2024-07-29 17:38:27,R_7Vm3FzjPisxaGJ6,,,,,36.7539,-119.7085,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,6,0,3,4,,,,,,,,,Female,21,Democrat,Liberal,N/A,6qfhpYRyy0uakTBbgSSu8I
2024-07-29 17:29:42,2024-07-29 17:38:51,IP Address,70.145.45.105,100,549,True,2024-07-29 17:38:52,R_3dMHuxajKADXpqB,,,,,30.9029,-84.5698,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,,,,,9,0,5,0,Female,35,Democrat,Liberal,Education,2glA8PXAI83915kzg0pgYz
2024-07-29 17:26:25,2024-07-29 17:39:52,IP Address,172.56.68.197,100,807,True,2024-07-29 17:39:53,R_6uVu7WiMFxpgKzE,,,,,33.8231,-84.3258,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am NOT very familiar with Elon Musk and CANNOT recognize him by face,,,,,,,,,,,,,,,,,,5uzwA6VpdRVuZc5tKzYapH
2024-07-29 17:27:27,2024-07-29 17:41:56,IP Address,50.38.42.240,100,869,True,2024-07-29 17:41:57,R_1ReKxWZvMoTpTwN,,,,,45.6031,-123.1955,anonymous,EN,I am familiar with Joe Biden and can recognize him by name and face,I am familiar with Donald Trump and can recognize him by name and face,I am familiar with Mark Zuckerberg and can recognize him by name and face,I am familiar with Elon Musk and can recognize him by name and face,,,,,1,5,1,1,,,,,Male,34,Independent,Neither liberal nor conservative,None of the above,6HMNjhczhnEcqadYkTURjA
